id	status	category	source	translation	placeholders	first_file	first_line	occurrences	notes
maw-076d81dc365d	translated	status	Elementalist Rotation Enabled	원소술사 로테이션 활성화		Scripts/General/zzMAW-Skills.lua	2170	1	직업 기술 상태 메시지
maw-dd8090cb6ab7	translated	status	Elementalists learn their spells through practice	원소술사는 실전을 통해 주문을 익힙니다		Scripts/General/zzClasses.lua	1528	1	직업 안내 메시지
maw-ad87109bfff0	translated	status	empty	비어 있음		Scripts/Maps/znwc.lua	7	1	맵 상태 메시지
maw-779afe5b1027	translated	status	Enchantment protects %s from %s	마법 부여가 %s을(를) %s(으)로부터 보호합니다	%s %s	Scripts/General/zzMaw-Items.lua	1268	1	마법 부여 상태 메시지
maw-92a3f1a6702f	translated	status	Entering will reset the dungeon	입장하면 던전이 초기화됩니다		Scripts/General/zzMaw-Maps.lua	154	1	던전 초기화 경고
maw-36d0008f2867	translated	status	Fear Immunity	공포 면역		Scripts/General/zzAlchemy.lua	403	1	물약 효과 상태 메시지
maw-ab95ede4f854	translated	status	Fly is allowed without restrictions here	이곳에서는 제한 없이 비행할 수 있습니다		Scripts/General/zzMaw-Spells.lua	991	1	비행 상태 메시지
maw-210116f7c9cc	translated	status	Forced Sleep Immunity	강제 수면 면역		Scripts/General/zzAlchemy.lua	368	1	물약 효과 상태 메시지
maw-f83016e2daac	translated	status	Gem power is not enough	보석의 힘이 부족합니다		Scripts/General/zzAlchemy.lua	856	1	제작 상태 메시지
maw-9885872b58bc	translated	status	Goblin Reinforcements	고블린 증원군		Scripts/Maps/7out02.lua	109	1	맵 이벤트 메시지
maw-28907fb4d447	untranslated	status	"Greeting adventurer!
Your journey is about to start, but first make sure to check the difficulty settings (ESC-->Controls-->Extra Settings(on the top)-->Bolstering Power)"			Scripts/General/zzMaw-Monsters.lua	2913	1	
maw-023b822ca1fe	translated	status	Health Potion has %s seconds of cooldown remaining	생명력 물약 재사용 대기시간이 %s초 남았습니다	%s	Scripts/General/zzMAW-Skills.lua	828	1	물약 재사용 대기시간
maw-04a399d6543a	translated	status	Health Potion heals for %s hit points	생명력 물약으로 생명력 %s 회복	%s	Scripts/General/zzMAW-Skills.lua	825	1	물약 회복 메시지
maw-d5ec674f63f1	translated	status	Host saved the game.	호스트가 게임을 저장했습니다.		Scripts/Modules/Multiplayer/Synchronization/SaveLoadExit.lua	287	1	멀티플레이 상태 메시지
maw-19b6cd329a7d	untranslated	status	I wouldn't join in your reckless adventure, not even for all the wealth in the world.			Scripts/General/NPCFollowers.lua	250	1	
maw-f7b693d91fe6	translated	status	In the night the deads rise	밤이 되면 망자들이 일어납니다		Scripts/Maps/7out05.lua	35	1	맵 이벤트 메시지
maw-6be2751cd0b7	translated	status	Insanity Immunity	광기 면역		Scripts/General/zzAlchemy.lua	373	1	물약 효과 상태 메시지
maw-b4e6a310890f	untranslated	status	Intro			Scripts/Global/Quest_SavingGoobers.lua	131	1	
maw-29c9c73400f5	translated	status	Invalid Item	잘못된 아이템		Scripts/General/zzAlchemy.lua	1118	1	아이템 상태 메시지
maw-4d118c92089d	translated	status	Inventory number 	인벤토리 		Scripts/General/zzMaw-Item-Sorter.lua	417	2	인벤토리 정렬 메시지 조각
maw-e466e0284119	translated	status	Inventory sorted	인벤토리를 정렬했습니다		Scripts/General/zzMaw-Item-Sorter.lua	43	1	인벤토리 정렬 메시지
maw-dea8c4a3a02a	untranslated	status	IsArena			Scripts/Core/events.lua	494	1	
maw-885835a02aaa	translated	status	It's a trap!	함정이다!		Scripts/Maps/7d21.lua	7	1	맵 이벤트 메시지
maw-1e8cb084a138	translated	status	It's an ambush!	매복이다!		Scripts/Maps/7out02.lua	79	1	맵 이벤트 메시지
maw-c30597514ae9	translated	status	Item power reached its limit	아이템 위력이 한계에 도달했습니다		Scripts/General/zzAlchemy.lua	960	1	제작 상태 메시지
maw-cbd62b8042da	untranslated	status	Learned 			Scripts/General/zzClasses.lua	1567	1	
maw-39248f7f1de3	translated	status	Legendary power saves you from lethal damage	전설의 힘이 치명적인 피해로부터 당신을 구했습니다		Scripts/Global/zzMaw_Legendaries.lua	274	1	전투 상태 메시지
maw-980d5e2dd44b	untranslated	status	Level 			Scripts/Global/zzMaw_Arena.lua	183	1	
maw-6d8f726dc6ae	translated	status	Loading now will count as death, are you sure to proceed?	지금 불러오면 사망으로 처리됩니다. 계속하시겠습니까?		Scripts/General/zzMaw-Monsters.lua	2639	1	난이도 경고 메시지
maw-3e72bdcb83db	translated	status	Madness is not a place for cowards	광기는 겁쟁이가 올 곳이 아닙니다		Scripts/General/zzMaw-Spells.lua	3476	1	난이도 상태 메시지
maw-9c709d615601	translated	status	Mana Potion has %s seconds of cooldown remaining	마나 물약 재사용 대기시간이 %s초 남았습니다	%s	Scripts/General/zzMAW-Skills.lua	870	1	물약 재사용 대기시간
maw-f7af004188cc	translated	status	Mana Potion restores %s mana	마나 물약으로 마나 %s 회복	%s	Scripts/General/zzMAW-Skills.lua	867	1	물약 회복 메시지
maw-c06b7acce5c9	translated	status	Mana Shield Disabled	마나 방패 비활성화		Scripts/General/zzMAW-Skills.lua	2156	1	전투 기술 상태 메시지
maw-d87f6d5567eb	translated	status	Mana Shield Enabled	마나 방패 활성화		Scripts/General/zzMAW-Skills.lua	2159	1	전투 기술 상태 메시지
maw-639c559b2e18	translated	status	Map Completed! You gain 	맵 완료! 획득: 		Scripts/General/zzMaw-Monsters.lua	2852	2	맵 완료 보상 메시지 조각
maw-2d1fa6efda07	translated	status	Map data reset, press Y to continue...	맵 데이터 초기화 완료. 계속하려면 Y를 누르세요...		Scripts/General/zzMaw-Stats.lua	24	1	맵 데이터 상태 메시지
maw-3d8dbae5a9ee	excluded	status	MAW: ALL BUFFS NUKED (SAFE)			Scripts/General/zzMaw-Multiplayer.lua	785	1	개발자 멀티플레이 디버그 출력
maw-34e4d3ab9c7a	excluded	status	MAW: apply (safe)			Scripts/General/zzMaw-Multiplayer.lua	107	1	개발자 멀티플레이 디버그 출력
maw-fb1baba5c72f	translated	status	Monsters are weakened and can no longer resurrect	몬스터들이 약화되어 더 이상 부활할 수 없습니다		Scripts/General/zzMaw-Monsters.lua	2864	2	던전 상태 메시지
maw-ae62e5fb7ddc	translated	status	Monsters swarming...	몬스터들이 몰려옵니다...		Scripts/Maps/7d24.lua	6	1	맵 이벤트 메시지
maw-46fae59804bb	translated	status	No alchemy preference when sorting	정렬 시 연금술 우선 대상 없음		Scripts/General/zzMaw-Item-Sorter.lua	51	1	인벤토리 정렬 설정
maw-a261c54bd47e	translated	status	No enchants	마법 부여 없음		Scripts/General/zzAlchemy.lua	847	1	제작 상태 메시지
maw-a5dab5ff2a0a	translated	status	No gem to upgrade	업그레이드할 보석이 없습니다		Scripts/General/zzMaw-Items.lua	4607	2	제작 상태 메시지
maw-33e71e1ad40f	untranslated	status	No saving on the Arena			Scripts/Core/events.lua	494	1	
maw-08d096c3cbf9	translated	status	Noises from the throne room	왕좌실에서 소리가 들려옵니다		Scripts/Maps/7d29.lua	50	1	맵 이벤트 메시지
maw-9a6a729b83ce	translated	status	Not enough disarm skill	함정 해제 기술이 부족합니다		Scripts/General/zzMaw-Items.lua	4525	1	아이템 상태 메시지
maw-a7d5cacc3245	translated	status	Not enough food	식량이 부족합니다		Scripts/General/zzMaw-Monsters.lua	2268	1	게임 상태 메시지
maw-6ab22af4436d	untranslated	status	Not enough gold.			Scripts/Global/zzMAWRespec.lua	47	1	
maw-1a4d4c0b8c42	translated	status	Not enough Hit Points	생명력이 부족합니다		Scripts/General/zzMaw-Spells.lua	2632	1	주문 상태 메시지
maw-93a4358c0a88	translated	status	Not enough Mana	마나가 부족합니다		Scripts/General/zzMaw-Spells.lua	2636	1	주문 상태 메시지
maw-363134f009ba	untranslated	status	NotAttune			Scripts/Global/Quest_SavingGoobers.lua	407	1	
maw-cbba0c56cf18	untranslated	status	One of the 			Scripts/General/zzMaw-MultiBag.lua	271	1	
maw-a85ccda3fbb3	translated	status	Out of range	사정거리 밖입니다		Scripts/General/zzMAW-Skills.lua	758	1	전투 기술 상태 메시지
maw-72479ce6070c	translated	status	Paralysis Immunity	마비 면역		Scripts/General/zzAlchemy.lua	388	1	물약 효과 상태 메시지
maw-e1e6d8b46e7d	translated	status	Petrify Immunity	석화 면역		Scripts/General/zzAlchemy.lua	398	1	물약 효과 상태 메시지
maw-1a3dc01cf4c5	translated	status	Player %s left the game.	플레이어 %s님이 게임을 떠났습니다.	%s	Scripts/Modules/Multiplayer/Synchronization/SaveLoadExit.lua	702	1	멀티플레이 상태 메시지
maw-e4afef7c21dc	translated	status	Player must be active to consume the potion	물약을 마시려면 해당 캐릭터가 활성 상태여야 합니다		Scripts/General/zzAlchemy.lua	98	1	물약 상태 메시지
maw-a3079ec1873f	translated	status	Poison Immunity	독 면역		Scripts/General/zzAlchemy.lua	378	1	물약 효과 상태 메시지
maw-b93a0425eadd	translated	status	Press R to refresh new items (20000 gold)	새 아이템 갱신: R (20,000 금화)		Scripts/General/zzMaw-Items.lua	4371	1	상점 갱신 안내
maw-4478c439aac4	translated	status	Queen Arrived!	여왕이 도착했습니다!		Scripts/Maps/7d21.lua	18	1	맵 이벤트 메시지
maw-5d0d5ed9e241	untranslated	status	Re-record: enter the data.			Scripts/Global/Quest_SavingGoobers.lua	708	3	
maw-0299bc0ae98e	untranslated	status	Re-record: unable to locate.			Scripts/Global/Quest_SavingGoobers.lua	721	4	
maw-6c771e89183d	translated	status	Refreshing!	갱신 중!		Scripts/Maps/7out01.lua	29	1	맵 이벤트 메시지
maw-f2a00fb671f3	translated	status	Repaired	수리 완료		Scripts/General/zzMAW-Skills.lua	1150	1	수리 상태 메시지
maw-0b2eee706f6a	translated	status	Resistance Ignored	저항 무시		Scripts/Global/zzMaw_Mapping.lua	42	1	전투 상태 메시지
maw-07df90117f8e	untranslated	status	Seraphim aren't able to dual wield			Scripts/General/zzClasses.lua	366	1	
maw-25b8069f8448	translated	status	Shared Life heals for 	생명 공유 회복량: 		Scripts/General/zzMaw-Spells.lua	820	2	회복 메시지 조각
maw-b6e05bcb545c	translated	status	SUPREME UNLOCKED!!!	최상위 숙련 해금!!!		Scripts/General/zzMAW-Skills.lua	2725	1	최상위 숙련 해금 메시지
maw-7694fdee9a86	translated	status	Teleported 	순간이동: 		Scripts/General/zzMaw-Monsters.lua	4590	3	순간이동 상태 메시지 조각
maw-028bcab4ba45	translated	status	The night is dark and full of terrors	밤은 어둡고 공포로 가득하다		Scripts/Maps/7out05.lua	26	1	맵 이벤트 메시지
maw-43064c742ef5	translated	status	This potion has not enough power	이 물약의 위력이 부족합니다		Scripts/General/zzAlchemy.lua	103	5	물약 상태 메시지
maw-73ecdec3d0ad	translated	status	This skill has reached its limit	이 기술은 한계에 도달했습니다		Scripts/General/zzMAW-Skills.lua	2204	3	기술 상태 메시지
maw-ce0b6b3b08f8	translated	status	This skill is already as good as it will ever get	이 기술은 이미 최대치입니다		Scripts/General/zzMAW-Skills.lua	956	1	기술 상태 메시지
maw-a0af80748d88	translated	status	Unconscious Immunity	의식불명 면역		Scripts/General/zzAlchemy.lua	393	1	물약 효과 상태 메시지
maw-fdca59bb6706	untranslated	status	Unknown attack message type			Scripts/General/zzMaw-Stats.lua	1254	1	
maw-8e9ac396678f	untranslated	status	We have no more items to trade for kegs			Scripts/Global/GLOBAL.lua	648	3	
maw-11927a925167	untranslated	status	We have no more items to trade for pyramids			Scripts/Global/GLOBAL.lua	522	3	
maw-81dae42075db	translated	status	Weakness Immunity	쇠약 면역		Scripts/General/zzAlchemy.lua	363	1	물약 효과 상태 메시지
maw-2a354581708a	untranslated	status	"Welcome to the Nightmare...
Good luck.. you will need"			Scripts/General/zzMaw-Monsters.lua	2901	1	
maw-8c4450b5f678	untranslated	status	WindowMessage			Scripts/Core/events.lua	766	1	
maw-68072d0141a4	translated	status	You found 	획득: 		Scripts/General/zzMaw-Items.lua	1118	1	아이템 필터 메시지 조각
maw-ae4483c65ea6	translated	status	You Heal for 	회복량: 		Scripts/General/zzMaw-Spells.lua	168	10	회복 메시지 조각
maw-bea4b26e32e5	translated	status	You heal the party for 	파티 회복량: 		Scripts/General/zzMaw-Spells.lua	464	2	회복 메시지 조각
maw-94404d7cfd26	translated	status	YOU LEARNED RETALIATION!!	반격을 습득했습니다!!		Scripts/General/zzMAW-Skills.lua	2194	2	기술 습득 메시지
maw-4d53531a52c3	translated	status	You must prove your worth first	먼저 자신의 가치를 증명해야 합니다		Scripts/Maps/outb3.lua	66	1	맵 이벤트 메시지
maw-f875312a0049	translated	status	You need a key to teleport to Emerald Island.	에메랄드 섬으로 순간이동하려면 열쇠가 필요합니다.		Scripts/Maps/7out02.lua	147	1	순간이동 안내
maw-da8bcc88b256	translated	status	You need a key to teleport to Erathia.	에라시아로 순간이동하려면 열쇠가 필요합니다.		Scripts/Maps/7out05.lua	87	1	순간이동 안내
maw-cabdafc1e8e1	translated	status	You need a key to teleport to Evenmorn Island.	이븐모른 섬으로 순간이동하려면 열쇠가 필요합니다.		Scripts/Maps/7out02.lua	157	1	순간이동 안내
maw-6fa6ba69663b	translated	status	You need a key to use this hub. Talk to Illene Farswell.	이 허브를 사용하려면 열쇠가 필요합니다. 일린 파스웰과 대화하세요.		Scripts/Maps/7out02.lua	179	1	순간이동 허브 안내
maw-fddf50e25dc8	translated	status	You need to gain more exp. to benefit from this potion	이 물약의 효과를 받으려면 경험치를 더 쌓아야 합니다		Scripts/General/zzAlchemy.lua	255	1	물약 상태 메시지
maw-bdc15641585b	translated	status	Your level is too low (Level 	레벨이 너무 낮습니다 (필요 레벨 		Scripts/General/zzAlchemy.lua	841	2	필요 레벨 메시지 조각
maw-58716be0dfb5	untranslated	status	Your skill points has been reset!			Scripts/Global/zzMAWRespec.lua	124	1	
maw-4ec5bd32dcb4	excluded	table	'Rules' text index			Data/Tables/House rules.txt	373	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-4287bda2092f	excluded	table	+ add			Data/Tables/Class Starting Stats.txt	3	7	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-8a5ddbbcf70f	excluded	table	2 handed sword			Data/Tables/ObjList.txt	4	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-3d0138e3a466	excluded	table	a large pile of gold			Data/Tables/ObjList.txt	412	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-41ab1a9970a6	excluded	table	A pile of gold			Data/Tables/ObjList.txt	411	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-1f39dbe69fd0	excluded	table	A small pile of gold			Data/Tables/ObjList.txt	410	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-ee869baf6959	excluded	table	Acid Burst			Data/Tables/ObjList.txt	467	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-6abe5d3b1c3f	excluded	table	AcidX			Data/Tables/ObjList.txt	561	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-e5ee657d478b	excluded	table	Alchem shops Special			Data/Tables/House rules.txt	253	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-6aaf6a697787	excluded	table	Alchem shops Standart			Data/Tables/House rules.txt	230	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-ae436cd86487	excluded	table	Alchemy			Data/Tables/Class Skills.txt	39	6	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-006d11813daf	excluded	table	Almighty Crown			Data/Tables/Complex item pictures.txt	96	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-aaf674e47b17	excluded	table	Alvar Cloak			Data/Tables/Complex item pictures.txt	146	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-3ae386966c2e	excluded	table	Alvarian Boots			Data/Tables/Complex item pictures.txt	124	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-b276721d37ae	excluded	table	Alvarian Leather			Data/Tables/Complex item pictures.txt	7	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-27a01d477203	excluded	table	Amber			Data/Tables/ObjList.txt	147	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-1ef532cce6fe	excluded	table	Amethyst			Data/Tables/ObjList.txt	148	3	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-59b3f86331e8	excluded	table	Amulet			Data/Tables/ObjList.txt	35	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-17e7aa702eed	excluded	table	Angel			Data/Tables/Class Extra.txt	56	4	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-c79e90377022	excluded	table	Angelic Helm			Data/Tables/Complex item pictures.txt	90	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-460f8e037afd	excluded	table	Anointed Herb Potion			Data/Tables/ObjList.txt	132	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-742e618590b2	excluded	table	Antidote			Data/Tables/Potion settings.txt	7	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-633a74f5d793	excluded	table	Apollo			Data/Tables/Complex item pictures.txt	55	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-09091bc06bff	excluded	table	Arcane Key			Data/Tables/ObjList.txt	141	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-bb924fd25621	excluded	table	Arch Druid			Data/Tables/Class Extra.txt	17	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-ecbbbda5b30e	excluded	table	Arch Mage			Data/Tables/Class Extra.txt	48	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-e27b58341ec5	excluded	table	Archangel			Data/Tables/Class Extra.txt	57	4	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-11677eb0a947	excluded	table	Archangel Wings			Data/Tables/Complex item pictures.txt	149	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-d7db4a1e8a2b	excluded	table	ArchDruid			Data/Tables/Class HP SP.txt	17	3	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-f75aedc160fd	excluded	table	Archer			Data/Tables/Class Extra.txt	2	6	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-4ec34a7b461a	excluded	table	ArchMage			Data/Tables/Class HP SP.txt	48	3	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-5a48bfef01fc	excluded	table	Arcomage in taverns			Data/Tables/House rules.txt	373	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-9de6a042ccb6	excluded	table	Armageddon			Data/Tables/Spells2.txt	100	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-9805d88a5973	excluded	table	Armor shops Special			Data/Tables/House rules.txt	115	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-3b6f203853f3	excluded	table	Armor shops Standart			Data/Tables/House rules.txt	74	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-c77e89ce57d5	excluded	table	Armored Boots			Data/Tables/Complex item pictures.txt	137	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-d5a4ae12481c	excluded	table	Armors			Data/Tables/Complex item pictures.txt	1	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-1c6f48c31233	excluded	table	Armsmaster			Data/Tables/Class Skills.txt	37	6	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-3a4758c3cc8d	excluded	table	Arrow			Data/Tables/ObjList.txt	428	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-8bae3f7d0a46	excluded	table	Arthur			Data/Tables/Complex item pictures.txt	97	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-883dbdfde5b4	excluded	table	Artificer's Belt			Data/Tables/Complex item pictures.txt	105	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-8940d66466e6	excluded	table	Assassin			Data/Tables/Class Extra.txt	38	4	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-8bd28d90f59e	excluded	table	Atlas			Data/Tables/Complex item pictures.txt	166	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-78b71f0b8dd0	excluded	table	Available at start			Data/Tables/Character portraits.txt	1	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-d17c35cf5985	excluded	table	Awaken			Data/Tables/Spells2.txt	25	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-25074690237f	excluded	table	BackElfF			Data/Tables/Character portraits.txt	33	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-85e89559c2d7	excluded	table	BackElfM			Data/Tables/Character portraits.txt	34	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-64dd60fe1a04	excluded	table	Background			Data/Tables/Character portraits.txt	1	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-f0e5e6c9cc86	excluded	table	Ball of Dunduck			Data/Tables/ObjList.txt	131	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-ea6eeddf67c2	excluded	table	Banded Plate			Data/Tables/Complex item pictures.txt	14	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-88a5a61161b2	excluded	table	Battle Helm			Data/Tables/Complex item pictures.txt	62	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-c61530d3b64c	excluded	table	bear statuette			Data/Tables/ObjList.txt	361	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-0cb33492c615	excluded	table	Belts			Data/Tables/Complex item pictures.txt	100	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-308430482daf	excluded	table	Berserker Belt			Data/Tables/Complex item pictures.txt	106	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-07dd951a2cb1	excluded	table	Berzerk			Data/Tables/ObjList.txt	493	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-6b600e08f7a0	excluded	table	Big Brass Ring			Data/Tables/ObjList.txt	106	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-7b434506e024	excluded	table	Big Tapestry			Data/Tables/ObjList.txt	252	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-6a6410dcee8b	excluded	table	Black and white potion			Data/Tables/ObjList.txt	418	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-894a0c91c2ce	excluded	table	Black dragon			Data/Tables/Character portraits.txt	73	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-87f243e1390f	excluded	table	Black Knight			Data/Tables/Class Extra.txt	20	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-ebe737cd7962	excluded	table	black pearl			Data/Tables/ObjList.txt	368	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-a3d84e03d6c7	excluded	table	Black Potion			Data/Tables/ObjList.txt	62	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-bf399315c747	excluded	table	BlackKnight			Data/Tables/Class HP SP.txt	20	3	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-f252ad35db41	excluded	table	Blades			Data/Tables/ObjList.txt	477	3	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-2edc99876bb5	excluded	table	Blaster			Data/Tables/Class Skills.txt	9	6	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-ae1cad820ad2	excluded	table	Blaster Pistol			Data/Tables/ObjList.txt	20	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-cff9e9255ad4	excluded	table	Blaster Rifle			Data/Tables/ObjList.txt	21	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-2d3f8726ce93	excluded	table	blaster rifle			Data/Tables/ObjList.txt	323	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-caac95b51c07	excluded	table	Bless			Data/Tables/Potion settings.txt	12	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-dff70db312cc	excluded	table	Blind			Data/Tables/ObjList.txt	528	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-464541d5ba17	excluded	table	Blue and Green Potion			Data/Tables/ObjList.txt	71	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-7dac99288695	excluded	table	Blue and Orange Potion			Data/Tables/ObjList.txt	69	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-152ec1fb9322	excluded	table	Blue and Purple Potion			Data/Tables/ObjList.txt	70	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-55a5a3b60056	excluded	table	Blue Potion			Data/Tables/ObjList.txt	57	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-db7a714313cc	excluded	table	Boats			Data/Tables/House rules.txt	313	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-94fe252815f6	excluded	table	Body X			Data/Tables/Character portraits.txt	1	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-9f20eae6ab20	excluded	table	Body Y			Data/Tables/Character portraits.txt	1	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-f714c474680a	excluded	table	Bodybuilding			Data/Tables/Class Skills.txt	29	6	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-9e95fddac5b7	excluded	table	Bone of Doom			Data/Tables/ObjList.txt	112	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-eadb83a60cbe	excluded	table	Boots			Data/Tables/Complex item pictures.txt	120	3	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-3a89a895507d	excluded	table	Bottle of Poison			Data/Tables/ObjList.txt	261	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-af7ed27586b5	excluded	table	Bounce			Data/Tables/ObjList.txt	1	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-e5826ada69c0	excluded	table	Bounty Hunter			Data/Tables/Class Extra.txt	34	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-67959dc45548	excluded	table	BountyHunter			Data/Tables/Class HP SP.txt	34	3	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-82a2e877526d	excluded	table	Breath Weapon 2			Data/Tables/ObjList.txt	538	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-accfc405cb68	excluded	table	Broadsword			Data/Tables/ObjList.txt	5	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-371eee3d53be	excluded	table	Cannonball			Data/Tables/ObjList.txt	432	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-09f6f6296aea	excluded	table	Cannonball of Dominion			Data/Tables/ObjList.txt	154	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-caa2bd421953	excluded	table	Caravaner's Leather			Data/Tables/Complex item pictures.txt	5	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-5fe61444978d	excluded	table	Cardinal Cloak			Data/Tables/Complex item pictures.txt	163	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-5c1420155ba9	excluded	table	Castle in a Bottle			Data/Tables/ObjList.txt	282	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-bf602a375c07	excluded	table	Catalyst			Data/Tables/Potion settings.txt	3	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-480e3307b1a0	excluded	table	Cavalier			Data/Tables/Class Extra.txt	19	6	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-d81f3692d7cd	excluded	table	Chain			Data/Tables/Class Skills.txt	12	6	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-877e5a7cec30	excluded	table	Chain Mail			Data/Tables/Complex item pictures.txt	45	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-8cfbb47fd91d	excluded	table	chain mail			Data/Tables/ObjList.txt	325	1	Audited structural Data/Tables key/reference/config text; not player-facing localization.
maw-1cf060ac49fa	excluded	table	Chainmail			Data/Tables/ObjList.txt	23	2	Audited structural Data/Tables key/reference/config text; not player-facing localization.
